code,title,economic_class,reason
38.30.02.21,השתתפות משרד הביטחון,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.23,השתתפות משרד החוץ,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.25,הכנסות מתמלוגים והחזרים,הכנסות  מיועדות,"Earmarked revenue is related, not direct spending"
38.30.02.29,השתתפות ותת במכון מחקר,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.30,השתתפות הרשות במשרדים,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.31,השתתפות בותת,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.33,"עתודה להתאמת תקציבי מו""פ",העברות,Reserve for R&D budgets is related
38.30.02.34,הכנסות מהאיחוד האירופי,הכנסות  מיועדות,"Earmarked revenue is related, not direct spending"
38.30.02.35,עתודה להרשאה הרשות לחדשנות,העברות,Reserve for Innovation Authority authorization is related
38.30.02.37,הכנסות - הרשות לחדשנות,הכנסות  מיועדות,"Earmarked revenue is related, not direct spending"
38.30.02.41,רזרבה לתקציב התאמות,קניות,Reserve for adjustment budget is related
38.30.02.42,רזרבה להתיקרויות העברות,העברות,Reserve for price increases transfers is related
38.30.02.44,הכנסות קרנות בילטרליות,הכנסות  מיועדות,"Earmarked revenue is related, not direct spending"
38.30.02.45,השתתפות מפאת,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
38.30.02.47,השתתפות במפעלי ביטחון,העברות  פנים תקציביות,"Internal budgetary transfers are related, not direct spending"
