code,title,economic_class,reason
38.70.02.07,אחזקת רכב ממשלתי,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.70.02.11,הכנסות מפרסום מכרזים,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.12,הכנסות מפעולות גביה,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.13,הכנסות המעבדה לפיזיקה משירותים לתעשיה ומבדיקות מתקני כיול,הכנסות  מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.14,הכנסות רשות ההשקעות מטיפול בבקשות,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.15,הכנסות המפקח על היהלומים מאגרות,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.16,הכנסות מפסקי דין,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.17,השתתפויות במשרדי ממשלה,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.70.02.21,השתתפויות ממשרדי ממשלה,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.70.02.22,הכנסות מפירוקים - רשם האגודות השיתופיות,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.24,העברות מהאפוטרופוס הכללי,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.70.02.25,"גופים נתמכים ע""י האפוטרופוס הכללי",העברות,"Internal transfer for generic operations, not direct spending"
38.70.02.28,הכנסות - תביעה אזרחית יזומה,הכנסות מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.70.02.30,הכנסות משרד הכלכלה והתעשייה,הכנסות  מיועדות,"Earmarked revenue for generic operations, not direct spending"
38.80.01.01,רזרבה להתיקרויות העברות,העברות,"General reserve, not specific to green energy"
38.80.01.02,רזרבה ליעדים פיסקליים,קניות,"General reserve, not specific to green energy"
38.80.01.03,רזרבה להתיקרויות שכר,שכר,"General salary reserve, not specific to green energy"
38.90.01.02,אחזקת רכב ממשלתי,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.90.01.03,שכר דירה,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
38.90.01.20,שיא כח אדם,שכר,"Personnel cap, related to ministry's overall capacity"
38.90.01.29,עתודת שיא כח אדם,שכר,"Personnel cap, related to ministry's overall capacity"
38.90.01.98,רזרבה להתייקרויות שכר,שכר,"General salary reserve, not specific to green energy"
38.90.01.99,רזרבה ליעדים פיסקליים,קניות,"General reserve, not specific to green energy"
38.99.99.99,חשבון מעבר,חשבונות מעבר,"General clearing account, not direct spending"
76.01.01.06,"רזרבה להתייקרויות - מט""ח",השקעה,"General reserve for ministry, not specific to off-subject program"
76.01.01.95,רזרבה להתייקרויות כללית,רזרבות,"General reserve for ministry, not specific to off-subject program"
