code,title,office,program,economic_class_primary,item_url
38.12.01.07,סקרי אנרגיה,תמיכות בענפי המשק,חונכות,קניות,https://next.obudget.org/i/4dfc1210d536
38.13.04.26,ט.מ. - מצפה רמון - השלמת שיפוץ מדרשה לחינוך סביבתי,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/08e97914a4ef
38.13.04.27,ט.מ. - מצפה רמון - תכנון קו קולחין,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/814896e0f46e
38.13.04.31,ט. מ. - נתיבות - השלמת השתתפות בביצוע מתקני טיהור,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/6c346ecc09ff
38.13.04.41,ט.מ. שדרות - השלמת מתקני טיהור עירוניים,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/3bae31b27db5
38.13.04.51,ט.מ. - חצור - השלמת מאגר הבלוע,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/ef3b33dd1dfc
38.13.04.82,ט.מ. - מעלה אפרים - המשך פיתוח אגם תרצה - שלב ב',תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/7b771a53bf3a
38.13.04.93,ט.מ. - מעלות - השלמת תשתיות אגם מונפורט,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/ef3f664f2486
38.13.04.96,ט.מ.- קרית שמונה - השלמת מובל מערבי,תמיכות בענפי המשק,טיפול ממוקד - פרויקטים,העברות,https://next.obudget.org/i/5554d12138c2
38.19.03.01,מסלול להפחתת פליטות גזי חממה,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,https://next.obudget.org/i/e5097a5085d9
38.19.03.02,מסלול חיבור מפעלים לגז טבעי,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,https://next.obudget.org/i/3b54b483be48
38.30.02.04,מרכז לאנרגיה מתחדשת,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,https://next.obudget.org/i/b2351eb3d641
38.30.02.08,עידוד השקעות הון סיכון בתחליפי נפט לתחבורה,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,https://next.obudget.org/i/2745206bb320
38.30.02.09,תחליפי נפט לתחבורה- קרן לאומית,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,https://next.obudget.org/i/6d546bb90bb3
38.30.02.10,תחליפי נפט לתחבורה- קרן בין לאומית,תמיכות בענפי המשק,"מענקי מו""פ לשלבים",העברות,https://next.obudget.org/i/b7d05a9dac47
38.40.01.22,מסלול להתייעלות אנרגטית,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,https://next.obudget.org/i/a8b721dfa074
38.40.01.30,מס פחמן מענקים,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,https://next.obudget.org/i/1e76e8773fe9
39.11.01.37,עיבוי אנרגטי,משרד התקשורת,פעילות משרד התקשורת,קניות,https://next.obudget.org/i/1bb5c0cec974
51.07.01.27,התייעלות אנרגטית במשרדי ממשלה,דיור ממשלתי,בינוי קריות ומשרדי,השקעה,https://next.obudget.org/i/4a16481db599
52.40.01.13,אלה ומעשיהו - קוגנרציה (התייעלות אנרגטית),המשטרה ובתי הסוהר,פיתוח,השקעה,https://next.obudget.org/i/675eef40be2c
70.03.01.10,התייעלות אנרגטית בשכונות שיקום,שיכון,מגזר כללי,השקעה,https://next.obudget.org/i/4d3e9265c2b3
83.06.01.72,תעש-בטיחות ואקולוגיה,הוצאות פיתוח אחרות,השקעות בחברות,השקעה,https://next.obudget.org/i/c593a0bd0cd0
