code,title,office,program,economic_class_primary,counts_in_total,item_url
19.31.03.41,הפקה - שירות הסרטים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/ce205e7f980a
19.31.03.42,סיוע לאומנים עצמאים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/2d264b27f888
19.31.03.43,פרסי תרבות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/4459e554ba26
19.31.03.44,שימור אתרים - פעולות,"משרד המדע, התרבות",מינהל תרבות,קניות,yes,https://next.obudget.org/i/5075a0e3205c
19.31.03.45,מוסדות תרבות מדע ומחקר,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/cbbf0d5e107e
19.31.03.46,תאטראות- תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/e2763b69e138
19.31.03.47,השתתפות במשרד הקליטה באומנים עולים,"משרד המדע, התרבות",מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/0688661bf4d1
19.31.03.48,"מוסיקה - תזמורות, מקהלות ומוסדות למוסיקה - תמיכה","משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/ffbebb28fa8b
19.31.03.49,מכון יד בן צבי,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/7a9b6a9880ea
19.31.03.50,מוזיאונים - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/d910df40ba87
19.31.03.51,האקדמיה ללשון העברית,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/83616b5791a3
19.31.03.52,מחול - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/08a9f038a768
19.31.03.53,אופרות - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/b288f5e33844
19.31.03.54,"ספרות, כתבי עת ומפעלי תרבות-תמיכה","משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/bd716b3fb4ea
19.31.03.55,ספריות תמיכות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/30e259e350a6
19.31.03.56,אמנות פלסטית,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/bc8c31ecaaf3
19.31.03.57,מוסדות מורשת בן גוריון,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/3dc22c666839
19.31.03.58,השתתפות משרד הפנים,"משרד המדע, התרבות",מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/9e2ae0fa4db3
19.31.03.59,פסטיבלים לתרבות ואמנות - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/617dd43ec709
19.31.03.60,קולנוע - פעולות,"משרד המדע, התרבות",מינהל תרבות,קניות,yes,https://next.obudget.org/i/29102575f369
19.31.03.61,הכנסות מהרשות השנייה,"משרד המדע, התרבות",מינהל תרבות,הכנסות מיועדות,no,https://next.obudget.org/i/5ed49692f466
19.31.03.62,החלטות ממשלה מורשת ושיקום עבדת,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/eab2a1bd4391
19.31.03.63,חוק הקולנוע,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/25181ddee223
19.31.03.64,הענקות ליוצרים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/b8d19388d1fe
19.31.03.65,קרן לעזרת סופרים ואמנים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/aa21d54e6821
19.31.03.66,השתתפות במשרד החינוך,משרד המדע והטכנולוגיה,מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/18d9c8222f00
19.31.03.67,תרבות בקהילה - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/e5a6ade2075a
19.31.03.68,השתתפות במשרד הפנים,משרד המדע והטכנולוגיה,מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/de3e359fb058
19.31.03.69,מורשת עדות ישראל - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/792677c08e30
19.31.03.70,פעולות בתרבות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/3b2429406861
19.31.03.71,שכר ייעוץ וסקרים,"משרד המדע, התרבות",מינהל תרבות,קניות,yes,https://next.obudget.org/i/688701e4e90e
19.31.03.74,מוסדות תרבות תורנית - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/652baf90f92d
19.31.03.75,זמר עברי - פעולות,משרד המדע והטכנולוגיה,תמיכה במוסדות תרבות,קניות,yes,https://next.obudget.org/i/52d6764ec64f
19.31.03.76,"ב""ש והנגב","משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/7fa0f981dc92
19.31.03.77,"בתי""ס לאמנות - תמיכה","משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/6497755b6c1c
19.31.03.78,מימון חוק אזרחים ותיקים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/96a680652048
19.31.03.79,מוזיאונים - אזרחים ותיקים,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/20e41fe5d378
19.31.03.80,הכנסות מפעולות קולנוע,משרד המדע והטכנולוגיה,מינהל תרבות,הכנסות מיועדות,no,https://next.obudget.org/i/234e318e6bd5
19.31.03.81,השקעת בעלים בחברת בנין הבימה,"משרד המדע והחלל, התרבות",מינהל תרבות,קניות,yes,https://next.obudget.org/i/23be7dd009ab
19.31.03.82,הלוואות למוסדות במצוקה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/83ab1edd537c
19.31.03.83,זכויות יוצרים לקלטות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/c446c9a0cf38
19.31.03.84,שימור רצף פעולות - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/faa012406e9a
19.31.03.85,הכנסות מהחזרי תמיכות,"משרד המדע והחלל, התרבות",מינהל תרבות,הכנסות מיועדות,no,https://next.obudget.org/i/f9ed25c678ac
19.31.03.86,הפצת אמנויות לעם לישובים ברחבי הארץ- תמיכה,"משרד המדע, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/b2c319c1b971
19.31.03.87,השתתפות משרד הקליטה,"משרד המדע, התרבות",מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/d678bb19395c
19.31.03.88,המועצה הלאומית לתרבות הלאדינו,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/c3edc5a537a8
19.31.03.89,ספריות - פעולות והשתלמויות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/106d7cd83c69
19.31.03.91,המועצה לתרבות היידיש,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/8fb58077dd62
19.31.03.92,הכנסות מגורמי חוץ,משרד המדע והטכנולוגיה,מינהל תרבות,הכנסות מיועדות,no,https://next.obudget.org/i/7270504de37e
19.31.03.93,הכנסות החזרים,"משרד המדע והחלל, התרבות",מינהל תרבות,הכנסות מיועדות,no,https://next.obudget.org/i/f842e2558ac2
19.31.03.94,שימור אתרי התיישבות - תמיכה,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/c0be5ac48d80
19.31.03.95,השתתפות בשיפוץ ביתן במחנה אושוויץ,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/e6b5d9b83a29
19.31.03.96,מענק ירושלים לתרבות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/6d24a1212a4b
19.31.03.97,פעולות רכישות והוצאות ארגוניות,"משרד המדע והחלל, התרבות",מינהל תרבות,העברות,yes,https://next.obudget.org/i/582a94773de1
19.31.03.98,השתתפות המשרד להגנת הסביבה,"משרד המדע, התרבות",מינהל תרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/ab75c8123e25
19.42.01.01,רשות העתיקות,"מדע, תרבות וספורט",רשות העתיקות,העברות,yes,https://next.obudget.org/i/00e9f7fafc4e
19.42.01.02,הכנסות רשות העתיקות,"מדע, תרבות וספורט",רשות העתיקות,הכנסות מיועדות,no,https://next.obudget.org/i/90a466b22f2b
19.42.01.03,קורונה – בית הרשות פיתוח,"מדע, תרבות וספורט",רשות העתיקות,העברות,yes,https://next.obudget.org/i/32d776c6b4ec
19.42.01.04,פיתוח רשות העתיקות,"מדע, תרבות וספורט",רשות העתיקות,העברות,yes,https://next.obudget.org/i/c42724f1abdc
19.42.02.01,יישום הסכמים לקידום התרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/256ee4223de6
19.42.02.02,השתתפות משרד ראש הממשלה,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/b466461ef54c
19.42.02.03,שיפוצים בקנה מידה נרחב,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/575e5a42f6e4
19.42.02.04,בית התפוצות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/9953d852d139
19.42.02.05,רזרבה להתייקרויות,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/569664083b9b
19.42.02.06,מרכז זלמן שזר,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/8aa70b87a9ae
19.42.02.07,תיאטרון,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/7ea385d66238
19.42.02.08,הכנסות שירות הסרטים,"מדע, תרבות וספורט",מינהל התרבות,הכנסות מיועדות,no,https://next.obudget.org/i/7bee5ab6ca1b
19.42.02.09,מוסדות במצוקה,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/3b9e2b6c1523
19.42.02.10,שיפוצים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/eb4902cd81cd
19.42.02.11,שירות הסרטים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/dd10eff6e5ec
19.42.02.12,אמנים עצמאיים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5246b92b5425
19.42.02.13,פרסי תרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/a65ab4567a73
19.42.02.14,מחקר מורשת ואיגודים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/7fd2e386affb
19.42.02.15,תאטראות תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/ae87b2f0af9f
19.42.02.16,מוסיקה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/fd483940c8d7
19.42.02.17,יד בן צבי,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/d83d25053d38
19.42.02.18,מוזיאונים ואמנות פלסטית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/836eeebe3689
19.42.02.19,האקדמיה ללשון העברית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5c175c2fcf12
19.42.02.20,מחול וארגוני גג,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/864aa0d54b50
19.42.02.21,אופרות תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/f7d9d32f9050
19.42.02.22,ספרות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/9a305bdd9188
19.42.02.23,ספריות תמיכות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/93d6901ce9f1
19.42.02.24,אמנות פלסטית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5e0ea578d897
19.42.02.25,תפעול מנהל תרבות,"מדע, תרבות וספורט",מינהל התרבות,קניות,yes,https://next.obudget.org/i/fd5e95e1a53e
19.42.02.26,פסטיבלים לתרבות ואומנות - תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/97d511574f14
19.42.02.27,החלטות ממשלה מורשת ועובדת,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/37b5dd4f261e
19.42.02.28,חוק  הקולנוע,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/ba45920fb10f
19.42.02.29,הענקות ליוצרים,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/122672a840b4
19.42.02.30,קרן לעזרת סופרים ואמנים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/b652c538f1ed
19.42.02.31,תרבות בקהילה תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/ab6158c18222
19.42.02.32,מורשת עדות ישראל,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/79a112a1929a
19.42.02.33,תרבות ערבית ודרוזית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/f8b2199a0bff
19.42.02.34,מוסדות תרבות תורנית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/932eb5439ef4
19.42.02.35,תרבות בנגב,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/a15ac28c8ef4
19.42.02.36,בתי ספר לאומנות - תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/37e2851e16ac
19.42.02.37,אזרחים ותיקים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/484ca7ce724d
19.42.02.38,תאטרון אזרחים ותיקים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/061c6f87cced
19.42.02.39,השקעת בעלים בחברת הבימה,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/9ccf9a60d693
19.42.02.40,זכויות יוצרים לקלטות - תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/04e99e2bb88c
19.42.02.41,הכנסות מנהל תרבות,"מדע, תרבות וספורט",מינהל התרבות,הכנסות  מיועדות,no,https://next.obudget.org/i/6003521a1459
19.42.02.42,המועצה הלאומית לתרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/44aed332970a
19.42.02.43,אקדמיה ללשון ערבית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/4b9a0db1b0e3
19.42.02.44,המועצה לתרבות היידיש,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/a26588172963
19.42.02.45,שימור אתרי התיישבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5e900707ea38
19.42.02.46,השתתפות בשיפוץ הביתן באשוויץ,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות  פנים תקציביות,no,https://next.obudget.org/i/5c4dac128a8d
19.42.02.47,מענק ירושלים לתרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/bd7ee51afd9e
19.42.02.48,פעולות כלליות בתרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/8bc76938f986
19.42.02.49,פעולות תרבות לדרוזים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/d48ab095491e
19.42.02.50,ספריות פעולות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/68b28d9c2719
19.42.02.51,שימור רצף פעולות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/cc548d85c0ff
19.42.02.52,הלוואות למוסדות במצוקה,"משרד המדע והחלל, התרבות",מינהל התרבות,העברות,yes,https://next.obudget.org/i/1b465d0e7d71
19.42.02.53,מרכז למורשת יהדות אתיופיה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/a71cc1e04be2
19.42.02.54,תמיכה ברבנים רפורמים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/fd0473491f2a
19.42.02.55,זמר עברי,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/53ff2e3a5354
19.42.02.56,סל לתרבות עירונית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/67d2e480b8e3
19.42.02.57,אירגוני גג בתרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/acda664a9203
19.42.02.58,"תקנת מחול - יוצרים עצמאיים, הרכבים מרכזים ופרויקטים","מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/0a9efed3011d
19.42.02.59,גופים כליים - מוסיקה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/05bf70600117
19.42.02.60,ארכיונים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/6013ebd910d4
19.42.02.61,רזרבה לתקציב התאמות  2019,"מדע, תרבות וספורט",מינהל התרבות,קניות,yes,https://next.obudget.org/i/856b6f4573eb
19.42.02.62,ינוקא,"משרד המדע והחלל, התרבות",מינהל התרבות,קניות,yes,https://next.obudget.org/i/bc303a754855
19.42.02.63,גופים במצוקה תקציבית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/15c3a070083c
19.42.02.64,מגה שיפוצים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/73b29d54108a
19.42.02.65,תרבות חרדית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/54525e4be324
19.42.02.66,בתי ספר למחול לבני נוער,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/e81a99ea5d97
19.42.02.67,כתבי עת,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5c24da318542
19.42.02.68,תרגום ספרות עברית,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/dafaeaba9694
19.42.02.69,ספרות הרשאה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/e8d87e177d26
19.42.02.70,מורשת הדרוזים - תאגיד,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/4e0a88e15247
19.42.02.71,מימון בית התפוצות,"מדע, תרבות וספורט",מינהל התרבות,מתן אשראי,yes,https://next.obudget.org/i/2fea54d2cc76
19.42.02.72,מרכז מורשת הדרוזים - פיתוח,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/86a5f2c8a4cb
19.42.02.73,תמיכות בחירום קורונה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/34e4d191a52d
19.42.02.74,סיוע למוסדות בגין קורונה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/103a8f00bdd5
19.42.02.75,קורונה – רכש ומופעים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/5dc505645f66
19.42.02.76,שימור אתרים - פיתוח,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/19598d62332a
19.42.02.77,חרבות ברזל - תמיכה,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/e1970969fd6d
19.42.02.78,חרבות ברזל-מענה ראשוני תרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/6b8a1fc64e17
19.42.02.79,חומש מיעוטים,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/a4cf9cd9dd66
19.42.02.80,מלגות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/cd5539c729ef
19.42.02.81,פרויקטים בתרבות,"מדע, תרבות וספורט",מינהל התרבות,העברות,yes,https://next.obudget.org/i/c5f217a3034e
20.24.05.25,מורשת יהדות ספרד והמזרח - פעולות,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/55021570ea7b
20.24.05.27,מרכזי מורשת יהודית,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/1074bffc0e1e
20.24.05.29,יד בן צבי- פעולות בנושא מורשת,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/0fb821317078
20.24.05.74,מרכז למחקר הוראה והצגת הטבע והנוף על פי מורשת ישראל,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/63558dfd25ae
20.24.05.90,השתתפות משרדי ממשלה ביד ושם עבור הביתן היהודי באוושוויץ,משרד החינוך,הוראת המקצועות תוכניות,העברות  פנים תקציביות,no,https://next.obudget.org/i/b564751e28f7
20.24.05.92,חיזוק לימודי יסוד במגזר החרדי,משרד החינוך,הוראת המקצועות תוכניות,קניות,yes,https://next.obudget.org/i/70de201b3710
20.24.09.01,חינוך יהודי בתפוצות,משרד החינוך,חינוך יהודי בתפוצות,העברות,yes,https://next.obudget.org/i/1054f09a5091
20.24.09.02,השתתפות בלשכת הקשר בתי ספר חדשים,משרד החינוך התרבות,חינוך יהודי בתפוצות,העברות  פנים תקציביות,no,https://next.obudget.org/i/5cd9bdfbb6f7
20.24.09.05,חינוך יהודי ציוני בברית המועצות לשעבר,משרד החינוך,חינוך יהודי בתפוצות,העברות,yes,https://next.obudget.org/i/08da0465fb95
20.24.13.43,מורשת יהדות ספרד - תמיכה,משרד החינוך והתרבות,מורשת יהדות ספרד,העברות,yes,https://next.obudget.org/i/2fba60c75972
20.24.14.87,מורשת יהדות ספרד והמזרח - תמיכה,משרד החינוך התרבות,חינוך לא פורמאלי,העברות,yes,https://next.obudget.org/i/3bbff9fe04c0
20.24.14.88,השתתפות במשרד ראש הממשלה- יום ירושלים,משרד החינוך,חינוך לא פורמאלי,העברות  פנים תקציביות,no,https://next.obudget.org/i/77afb259cdc0
20.24.14.89,מורשת יהדות ספרד והמזרח - רשויות,משרד החינוך התרבות,חינוך לא פורמאלי,העברות,yes,https://next.obudget.org/i/c39df944862b
20.24.17.40,חינוך יהודי בתפוצות,משרד החינוך התרבות,תוכניות ויוזמות,קניות,yes,https://next.obudget.org/i/acf8c4729323
20.24.18.49,העמקת החינוך היהודי - תמיכה,משרד החינוך,חינוך לדמוקרטיה ויהדות,העברות,yes,https://next.obudget.org/i/ec5f23c724d3
20.24.18.51,העמקת החינוך היהודי ויישום מסקנות הועדה לבדיקת למודי היהדות,משרד החינוך והתרבות,חינוך לדמוקרטיה ויהדות,העברות,yes,https://next.obudget.org/i/db769d0484c1
20.24.18.60,פעולות בנושא זהות יהודית,משרד החינוך והתרבות,חינוך ערכי,קניות,yes,https://next.obudget.org/i/142734671bb1
20.24.19.51,פעולות אגף מורשת,משרד החינוך,המזכירות הפדגוגית,קניות,yes,https://next.obudget.org/i/d36bbf6c1055
20.24.19.53,הוראת מקצועות המורשת- הקצבות,משרד החינוך,המזכירות הפדגוגית,קניות,yes,https://next.obudget.org/i/26e16eafb474
20.24.19.55,התחדשות יהודית,משרד החינוך,המזכירות הפדגוגית,קניות,yes,https://next.obudget.org/i/4836901f52bd
20.26.05.71,העמקת החינוך היהודי - תמיכה,משרד החינוך והתרבות,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/4eb270916a15
20.26.05.72,העמקת החינוך היהודי רכישות,משרד החינוך והתרבות,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/9db9d680c4d3
20.26.05.91,חינוך יהודי בתפוצות רכישות,משרד החינוך והתרבות,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/8fbbc045894b
20.26.05.92,חינוך יהודי בתפוצות - רכישות,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/db7571713420
20.27.08.86,הכנסות מהסוכנות היהודית,משרד החינוך והתרבות,תלמידים בפנימיות ומרכזי,הכנסות מיועדות,no,https://next.obudget.org/i/325cee6444f3
20.28.04.50,הכנסות מהסוכנות היהודית,משרד החינוך,אחזקת תלמידים בפנימיות,הכנסות מיועדות,no,https://next.obudget.org/i/90d9fffb22d3
20.28.08.66,"מרכז למחקר הוראה והצגת הטבע והנוף ע""פ מורשת ישראל",משרד החינוך התרבות,תמיכה בבתי ספר,העברות,yes,https://next.obudget.org/i/6080a60b0a4c
20.31.03.57,מוסדות מורשת בן-גוריון,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/9b0d55e02a2b
20.31.03.69,מורשת עדות ישראל - תמיכה,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/c93512d098e9
20.31.03.74,מוסדות תרבות תורנית - תמיכה,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/3316f37f03b4
20.31.03.88,מועצה הלאומית לתרבות הלאדינו,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/35d6b037e317
20.31.03.91,מועצה לתרבות היידיש,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/589d3432904f
20.31.03.96,מענק ירושלים לתרבות,משרד החינוך,מנהל התרבות,העברות,yes,https://next.obudget.org/i/fb8b331cee40
20.31.08.49,מפעלי ספרות מחקר וההויה היהודית - תמיכה,משרד החינוך והתרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/4a79f3d285f8
20.31.08.57,פעולות בתרבות תורנית,משרד החינוך והתרבות,תרבות תורנית ציונית,קניות,yes,https://next.obudget.org/i/792b2718fe0f
20.31.08.63,חודש המורשת היהודית,משרד החינוך התרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/b5d05316705e
20.31.08.71,פרסי שר החינוך לתרבות יהודית,משרד החינוך התרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/f447bd7e0eb7
20.31.08.73,"מכונים לפעולות תרבות ומחקר ע""ש רבנים ראשיים זכרונם לברכה בישראל - תמיכה",משרד החינוך התרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/0f3ceebc5e4e
20.31.08.75,ארגונים יהודים לא אורתודוקסים,משרד החינוך התרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/6d66e4e27c38
20.31.08.99,רזרבה לתרבות תורנית,משרד החינוך והתרבות,תרבות תורנית ציונית,העברות,yes,https://next.obudget.org/i/2b453cf3e8d0
20.31.19.01,פעולות תרבות לחרדים - תמיכה,משרד החינוך התרבות,פעולות תרבות לחרדים,העברות,yes,https://next.obudget.org/i/485d89649a47
